Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,2.833067,3.447467,2.696533,3.379200,1.691908,11456177
1985-02-01,3.379200,3.822933,3.310933,3.549867,1.777357,14254394
1985-03-01,3.549867,3.891200,3.379200,3.754667,1.879897,13167116
1985-04-01,3.788800,3.891200,3.447467,3.549867,1.777357,6307249
1985-05-01,3.584000,4.061867,3.276800,3.822933,1.914077,21416014
1985-06-01,3.822933,4.676267,3.788800,4.573867,2.290057,30544556
1985-07-01,4.539733,4.642133,4.130133,4.232533,2.119157,11485110
1985-08-01,4.232533,4.300800,3.959467,4.130133,2.067887,7190551
1985-09-01,4.096000,4.130133,3.345067,3.686400,1.845718,10996584
1985-10-01,3.652267,4.437333,3.549867,4.061867,2.033707,9996459
1985-11-01,4.061867,4.164267,3.140267,3.208533,1.606458,22909425
1985-12-01,3.174400,3.447467,3.072000,3.345067,1.674818,12356323
1986-01-01,3.345067,3.515733,3.003733,3.140267,1.572278,21936035
1986-02-01,3.174400,3.208533,2.935467,2.935467,1.469738,16656373
1986-03-01,3.003733,3.857067,2.969600,3.788800,1.896987,30926514
1986-04-01,3.686400,3.993600,3.276800,3.447467,1.726088,12381959
1986-05-01,3.447467,4.232533,3.310933,4.027733,2.016618,13408813
1986-06-01,4.027733,4.096000,3.413333,3.788800,1.896987,13205565
1986-07-01,3.788800,3.993600,3.037867,3.072000,1.538098,19479492
1986-08-01,3.037867,3.140267,2.594133,2.867200,1.435558,9785160
1986-09-01,2.833067,3.413333,2.491733,3.242667,1.623548,16267457
1986-10-01,3.208533,3.242667,2.764800,3.003733,1.503918,5580323
1986-11-01,2.969600,3.276800,2.662400,2.798933,1.401379,9094115
1986-12-01,2.833067,2.935467,2.116267,2.252800,1.127938,16673584
1987-01-01,2.252800,3.515733,2.184533,3.310933,1.657727,27993529
1987-02-01,3.276800,3.618133,3.072000,3.208533,1.606458,30202149
1987-03-01,3.174400,3.242667,2.833067,3.003733,1.503918,12415283
1987-04-01,2.935467,3.003733,2.560000,2.798933,1.401379,9937866
1987-05-01,2.833067,3.276800,2.696533,3.072000,1.538098,10439574
1987-06-01,3.106133,3.413333,2.764800,2.798933,1.401379,9529176
1987-07-01,2.798933,3.686400,2.798933,3.310933,1.657727,24900878
1987-08-01,3.310933,3.686400,3.242667,3.481600,1.743176,10907961
1987-09-01,3.515733,4.334933,3.481600,3.891200,1.948257,32037967
1987-10-01,3.891200,3.891200,2.116267,2.355200,1.179209,26608521
1987-11-01,2.525867,2.525867,1.945600,2.048000,1.025398,11379640
1987-12-01,2.116267,2.218667,1.740800,1.877333,0.939949,12248293
1988-01-01,1.979733,2.048000,1.672533,1.979733,0.991219,11182616
1988-02-01,1.945600,1.979733,1.809067,1.877333,0.939949,7710204
1988-03-01,1.911467,1.979733,1.774933,1.911467,0.957039,9546752
1988-04-01,1.911467,2.013867,1.706667,1.945600,0.974129,11192505
1988-05-01,1.911467,2.321067,1.843200,2.286933,1.145028,10744260
1988-06-01,2.286933,2.389333,2.116267,2.355200,1.179209,7518677
1988-07-01,2.321067,2.389333,2.116267,2.286933,1.145028,5750977
1988-08-01,2.286933,2.491733,2.218667,2.252800,1.127938,6892823
1988-09-01,2.252800,2.764800,2.252800,2.560000,1.281748,13465209
1988-10-01,2.560000,2.594133,2.355200,2.594133,1.298838,8109375
1988-11-01,2.594133,2.935467,2.423467,2.491733,1.247568,16602906
1988-12-01,2.491733,2.628267,2.355200,2.594133,1.298838,7196044
1989-01-01,2.594133,2.935467,2.560000,2.867200,1.435558,11893798
1989-02-01,2.867200,2.969600,2.696533,2.798933,1.401379,12628418
1989-03-01,2.833067,3.310933,2.730667,3.242667,1.623548,17609254
1989-04-01,3.242667,3.584000,3.003733,3.413333,1.708998,10081418
1989-05-01,3.379200,4.027733,3.276800,3.822933,1.914077,11455811
1989-06-01,3.788800,4.096000,3.174400,3.788800,1.896987,18730225
1989-07-01,3.788800,4.778667,3.720533,4.642133,2.324238,14599732
1989-08-01,4.710400,5.188267,4.437333,5.188267,2.597677,15482666
1989-09-01,5.154133,5.358933,4.983467,5.154133,2.580586,13093505
1989-10-01,5.188267,5.700267,4.437333,5.324800,2.666035,25357545
1989-11-01,5.393067,5.427200,4.573867,4.744533,2.375506,18377563
1989-12-01,4.744533,5.529600,4.505600,5.393067,2.700216,29729003
1990-01-01,5.393067,5.529600,4.505600,4.710400,2.358417,13385743
1990-02-01,4.710400,5.358933,4.642133,4.881067,2.443867,16624144
1990-03-01,4.846933,5.939200,4.812800,5.734400,2.871116,17575932
1990-04-01,5.768533,6.212267,5.188267,5.563733,2.785666,12812623
1990-05-01,5.700267,7.202133,5.632000,6.656000,3.332545,19658937
1990-06-01,6.690133,7.202133,6.348800,6.656000,3.332545,14485838
1990-07-01,6.656000,6.724267,5.529600,5.666133,2.840431,29234254
1990-08-01,5.666133,5.905067,4.232533,4.846933,2.429766,26716553
1990-09-01,4.881067,5.563733,4.505600,4.812800,2.412656,15698366
1990-10-01,4.881067,5.256533,4.300800,4.778667,2.399385,13570677
1990-11-01,4.778667,5.632000,4.608000,5.324800,2.673598,13597412
1990-12-01,5.358933,6.007467,5.256533,5.495467,2.759291,13380615
1991-01-01,5.563733,5.973333,4.983467,5.905067,2.969379,17326902
1991-02-01,5.836800,6.860800,5.836800,6.656000,3.346989,21555175
1991-03-01,6.621867,7.099733,6.212267,6.997333,3.518628,15815185
1991-04-01,6.826667,7.543467,6.451200,6.929067,3.488779,17544432
1991-05-01,6.826667,7.270400,6.621867,7.236267,3.643454,16161255
1991-06-01,7.304533,7.441067,6.758400,6.963200,3.505965,18548583
1991-07-01,6.929067,7.441067,6.280533,6.724267,3.392185,24404297
1991-08-01,6.690133,7.099733,6.178133,6.963200,3.512720,14247437
1991-09-01,6.963200,8.533333,6.758400,8.396800,4.235927,17590574
1991-10-01,8.328533,9.284267,8.021333,9.113600,4.606519,23214844
1991-11-01,9.181867,10.001067,8.669867,9.813333,4.960203,21936038
1991-12-01,9.813333,11.392000,9.301333,11.306667,5.715017,14431054
1992-01-01,11.264000,11.562667,10.154667,10.624000,5.379608,16674316
1992-02-01,10.666667,12.074667,10.666667,11.605333,5.876520,19307811
1992-03-01,11.434667,11.861333,10.538667,11.477333,5.811705,11853810
1992-04-01,11.520000,12.800000,11.349333,11.520000,5.842660,14775291
1992-05-01,11.562667,11.818667,10.154667,11.733333,5.950855,18341310
1992-06-01,11.818667,13.184000,11.584000,12.928000,6.556761,13231348
1992-07-01,12.800000,13.184000,11.008000,11.968000,6.082746,19992575
1992-08-01,11.968000,12.032000,10.816000,11.392000,5.789995,9546093
1992-09-01,11.264000,12.864000,11.200000,12.480000,6.342971,14680663
1992-10-01,12.352000,13.760000,11.328000,13.184000,6.714769,22565819
1992-11-01,13.184000,13.824000,12.160000,13.696000,6.975536,17421287
1992-12-01,13.696000,13.696000,12.288000,12.992000,6.616980,17852733
1993-01-01,13.248000,14.208000,12.736000,13.888000,7.087019,13133396
1993-02-01,13.760000,14.784000,10.496000,11.072000,5.650020,55240624
1993-03-01,11.072000,11.712000,10.688000,11.520000,5.878633,29711524
1993-04-01,11.584000,12.672000,10.944000,12.096000,6.186545,33037499
1993-05-01,12.160000,13.120000,12.096000,12.352000,6.317479,15861718
1993-06-01,12.352000,13.504000,11.840000,13.184000,6.743007,17301755
1993-07-01,13.184000,13.184000,11.840000,13.120000,6.727005,25183986
1993-08-01,13.056000,14.016000,12.416000,14.016000,7.186411,30296874
1993-09-01,14.016000,14.592000,13.568000,14.144000,7.252040,22887498
1993-10-01,14.144000,15.552000,14.144000,14.848000,7.630115,18766992
1993-11-01,14.848000,15.744000,14.464000,15.616000,8.024780,20863866
1993-12-01,15.616000,15.680000,13.760000,14.144000,7.268342,20830662
1994-01-01,14.016000,14.640000,13.248000,14.560000,7.501269,14727499
1994-02-01,14.480000,17.120001,14.240000,16.719999,8.614094,23388750
1994-03-01,16.799999,17.200001,15.520000,16.080000,8.284367,16659220
1994-04-01,16.080000,16.480000,14.880000,16.080000,8.303905,14088588
1994-05-01,16.080000,16.879999,15.600000,16.879999,8.717036,11889530
1994-06-01,16.959999,17.440001,15.920000,16.240000,8.386532,15628119
1994-07-01,16.400000,18.160000,16.320000,17.680000,9.150983,12218593
1994-08-01,17.840000,18.400000,16.879999,18.400000,9.523645,16938592
1994-09-01,17.760000,17.920000,16.959999,17.360001,8.985355,10899374
1994-10-01,17.360001,18.879999,16.559999,18.719999,9.710367,12404372
1994-11-01,18.559999,18.799999,16.879999,17.120001,8.880424,11710622
1994-12-01,17.120001,17.520000,15.680000,16.080000,8.340957,17093278
1995-01-01,16.000000,17.000000,15.760000,16.500000,8.578333,19430936
1995-02-01,16.500000,18.700001,16.500000,17.900000,9.306190,17166000
1995-03-01,17.900000,19.799999,17.500000,19.600000,10.190019,13281750
1995-04-01,19.700001,19.799999,18.200001,19.000000,9.903636,13930125
1995-05-01,19.100000,20.000000,18.500000,20.000000,10.424882,13059625
1995-06-01,19.900000,22.200001,19.299999,21.000000,10.946123,16717250
1995-07-01,21.100000,23.100000,20.299999,22.600000,11.806976,13509625
1995-08-01,22.700001,24.200001,22.200001,23.200001,12.120435,16882875
1995-09-01,23.000000,24.500000,22.900000,23.500000,12.277161,9726625
1995-10-01,23.600000,24.500000,21.200001,23.000000,12.040130,20946875
1995-11-01,23.200001,23.799999,21.799999,22.400000,11.726038,8987500
1995-12-01,22.400000,24.900000,22.100000,24.600000,12.877702,14468250
1996-01-01,24.700001,26.700001,23.299999,25.900000,13.584846,19477375
1996-02-01,25.900000,28.400000,25.400000,26.600000,13.952003,22108750
1996-03-01,27.000000,28.750000,25.750000,27.125000,14.227373,12637575
1996-04-01,27.375000,27.625000,23.250000,26.000000,13.668243,20611200
1996-05-01,25.875000,28.000000,25.000000,27.250000,14.325372,11750800
1996-06-01,27.125000,29.125000,26.875000,28.625000,15.048213,10175000
1996-07-01,28.875000,29.125000,21.625000,24.750000,13.038686,24280300
1996-08-01,25.000000,27.625000,24.875000,26.375000,13.894767,10100000
1996-09-01,26.250000,27.875000,25.625000,26.000000,13.697210,10453800
1996-10-01,25.625000,29.125000,24.125000,28.875000,15.245220,17748500
1996-11-01,28.875000,31.500000,28.500000,30.875000,16.301161,15202600
1996-12-01,30.750000,32.500000,27.500000,27.750000,14.651247,14425200
1997-01-01,27.750000,29.500000,26.500000,28.125000,14.878269,20480100
1997-02-01,28.125000,29.125000,24.625000,24.750000,13.092876,24203900
1997-03-01,24.625000,26.375000,23.375000,24.000000,12.696121,26310500
1997-04-01,24.125000,28.000000,23.875000,27.875000,14.780626,22327300
1997-05-01,27.750000,30.500000,27.250000,29.875000,15.841117,14489700
1997-06-01,30.000000,35.250000,28.500000,33.875000,17.962109,20470100
1997-07-01,34.125000,36.250000,32.625000,34.750000,18.469164,16715900
1997-08-01,34.625000,34.875000,33.125000,33.437500,17.771587,12828000
1997-09-01,33.625000,35.500000,32.187500,33.125000,17.605503,17559300
1997-10-01,33.000000,40.625000,33.000000,38.875000,20.704094,26717000
1997-11-01,39.125000,42.250000,37.312500,40.062500,21.336536,19194400
1997-12-01,40.312500,42.125000,35.500000,37.250000,19.838654,18130300
1998-01-01,37.250000,41.500000,35.125000,40.500000,21.606827,23618900
1998-02-01,40.750000,42.937500,40.625000,42.312500,22.573805,21353300
1998-03-01,42.312500,46.562500,39.000000,39.562500,21.106670,27985100
1998-04-01,39.812500,42.250000,37.312500,38.312500,20.486820,32457600
1998-05-01,38.437500,42.562500,37.562500,37.875000,20.252874,34285900
1998-06-01,37.687500,44.500000,35.687500,42.312500,22.625736,29231600
1998-07-01,42.312500,42.812500,37.750000,38.437500,20.594845,23071200
1998-08-01,38.687500,40.750000,32.000000,32.375000,17.346558,18707900
1998-09-01,33.000000,37.812500,26.500000,28.000000,15.002425,42756300
1998-10-01,27.500000,37.437500,26.812500,36.000000,19.329796,24122200
1998-11-01,36.000000,40.500000,34.500000,34.625000,18.591509,19601600
1998-12-01,34.562500,35.187500,21.250000,23.500000,12.618057,82934800
1999-01-01,23.625000,24.250000,21.500000,22.687500,12.212942,47716500
1999-02-01,23.312500,28.500000,23.312500,26.375000,14.197963,61053000
1999-03-01,26.187500,26.500000,22.562500,24.937500,13.424140,43162200
1999-04-01,24.250000,30.312500,23.937500,25.875000,13.975883,63425100
1999-05-01,25.937500,29.312500,25.000000,26.437500,14.279711,60580700
1999-06-01,26.375000,26.750000,21.375000,26.125000,14.110920,52343000
1999-07-01,26.437500,26.750000,23.250000,23.625000,12.809648,59444800
1999-08-01,23.687500,24.062500,21.312500,21.375000,11.589678,45228600
1999-09-01,21.312500,24.187500,18.687500,19.000000,10.301941,45995900
1999-10-01,19.000000,19.062500,11.687500,13.437500,7.314929,171277300
1999-11-01,13.500000,15.312500,12.875000,14.312500,7.791248,76528400
1999-12-01,14.250000,15.500000,12.000000,13.125000,7.144813,69662800
2000-01-01,12.875000,13.812500,10.000000,10.437500,5.717314,67076200
2000-02-01,10.562500,12.500000,9.312500,9.625000,5.272254,96908700
2000-03-01,9.687500,11.187500,8.937500,10.500000,5.751550,99418500
2000-04-01,10.875000,13.062500,10.312500,12.312500,6.808884,65559900
2000-05-01,12.125000,14.250000,10.312500,13.562500,7.500140,77687700
2000-06-01,13.500000,15.125000,12.562500,13.187500,7.292763,53374900
2000-07-01,13.187500,14.000000,10.937500,11.062500,6.157207,33484400
2000-08-01,11.250000,11.687500,9.875000,9.890625,5.504961,58621500
2000-09-01,9.937500,12.750000,9.750000,11.500000,6.400713,59257100
2000-10-01,11.187500,13.250000,10.437500,12.937500,7.265385,45858100
2000-11-01,13.062500,14.000000,12.437500,12.625000,7.089891,29152700
2000-12-01,12.750000,14.520000,12.300000,14.440000,8.109152,41571500
2001-01-01,14.200000,16.040001,13.520000,14.860000,8.345015,48140300
2001-02-01,15.400000,17.500000,14.870000,16.959999,9.524320,64610600
